name,description,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Dodge Hornet R/T,"
      
        This vehicle won't be on the lot long! This is an excellent vehicle at an affordable price! The engine breathes better thanks to a turbocharger, improving both performance and economy. Dodge prioritized fit and finish as evidenced by: a trip computer, fully automatic headlights, and 1-touch window functionality. Smooth gearshifts are achieved thanks to the efficient 4 cylinder engine, and for added security, dynamic Stability Control supplements the drivetrain. Our experienced sales staff is eager to share its knowledge and enthusiasm with you. We'd be happy to answer any questions that you may have. Stop by our dealership or give us a call for more information.
      
    ",Dodge,Hornet,2024,39581.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,5.0,6-Speed Automatic,R/T,SUV,4.0,Blue Steel,Black,All-wheel Drive
2024 Jeep Compass Trailhawk,,Jeep,Compass,2024,41230.0,"gasoline direct injection, DOHC, variable valve control,",4.0,Gasoline,9.0,Automatic,Trailhawk,SUV,4.0,Sting-Gray Clearcoat,Ruby Red/Black,Four-wheel Drive
2024 Hyundai Elantra HEV Blue,"$1,955 off MSRP! Blue Priced below KBB Fair Purchase Price! I4. 51/58 City/Highway MPG Price includes: $1500 - Retail Bonus Cash. Exp. 06/03/2024",Hyundai,Elantra HEV,2024,25975.0,16V GDI DOHC Hybrid,4.0,Hybrid,15.0,6-Speed DCT Automatic,Blue,Sedan,4.0,Gray Pearl,Black,Front-wheel Drive
2024 Ford Escape Active,"
      
        KEY FEATURES INCLUDEAll Wheel Drive, Power Liftgate, Heated Driver Seat, Turbocharged, Aluminum Wheels Ford Active with Vapor Blue exterior and Ebony interior features a 3 Cylinder Engine with 180 HP at 6000 RPM. OPTION PACKAGESTECH PACK #2 6-Way Power Passenger Seat, fore/aft, up/down, recline adjustments, 360-Degree Camera w/Split View, front and rear washer, Wireless Charging Pad, SYNC 4 w/Enhanced Voice Recognition, 13.2 LCD capacitive touch-screen w/swipe capability, wireless phone connection, cloud connected, AppLink w/app catalog, 911 Assist, wireless Apple CarPlay® and Android Auto®, digital owners manual, 12.3 Productivity Screen in Instrument Cluster, Memory Package, drivers seat & side-view mirrors, Ford Co-Pilot360 Assist 2.0, Connected Navigation, 1 year of connectivity, pinch-to-zoom capability, live traffic, predictive destinations and route guidence, Evasive Steering Assist, Speed Sign Recognition, Intersection Assist, Rear Parking Sensor, Adaptive Cruise Control w/Stop-and-Go, stop-and-go and. MORE ABOUT USLets face it: the car buying experience is a big decision. That is why the sales team at Hertrich Chrysler Dodge Jeep Ram of Pocomoke strives to a hassle free customer experience. Feel free to browse our new and pre-owned inventories of Chrysler, Dodge and Jeep vehicles. Our full service dealership is located in Pocomoke City, MD, and we strive for every customer to leave satisfied, no matter what automotive service is required. Call us today at (888) 355-3496 to learn more. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase. 
      
    Shop Hertrich of Pocomoke and Save",Ford,Escape,2024,36860.0,"t 1.5L I-3 port/direct injection, DOHC, Ti-VCT variable v",3.0,Gasoline,8.0,8-Speed A/T,Active,SUV,4.0,Vapor Blue Metallic,Ebony,All-wheel Drive
2024 Buick Enclave Premium,"
      
        WHY BUY FROM US?GMC dealer of the year 2 years in a row! Proudly serving the F-M area since 1957. Luther fair value pricing allows us to provide our clients the lowest possible price FIRST on all vehicles in stock. We will buy your vehicle even if you dont buy from us. At Family Buick GMC we are proud to offer competitive financing options, gas discounts at Holiday Station Stores, 5 day return or exchange policy and excellent service after the sale. Our factory trained technicians service all makes and models.OPTION PACKAGESEXPERIENCE BUICK PACKAGE includes (C3U) Power-sliding moonroof and (SUB) 20 polished aluminum wheels, TRAILERING PACKAGE, 5000 LBS. includes (V08) heavy-duty engine cooling system, (CTT) Hitch Guidance, (PZ8) Hitch Guidance with Hitch View and trailer hitch, LPO, WHEEL LOCKS, BLACK THATCHAM includes 4 locks and 1 key, AUDIO SYSTEM, 8 DIAGONAL BUICK INFOTAINMENT SYSTEM WITH NAVIGATION includes multi-touch display, AM/FM/SiriusXM stereo, Bluetooth® streaming audio for music and most phones, Android Auto® and Apple CarPlay® capability for compatible phones, advanced voice recognition, in-vehicle apps, personalized profiles for infotainment and vehicle settings (STD), ENGINE, 3.6L V6, SIDI, VVT STOP/START (310 hp [231 kW] @ 6800 rpm, 266 lb-ft of torque [359 N-m] @ 2800 rpm) (STD), TRANSMISSION, 9-SPEED AUTOMATIC (STD).Check whether a vehicle is subject to open recalls for safety issues at safercar.gov
      
    The Luther Advantage provides an assortment of valuable savings, advantages and guarantees. Prices Clearly Marked, Top Trade-in Values, Free Carfax and Clean Title Guarantee on every Used Vehicle, Comprehensive Inspections and Extended Warranty on Used Vehicles. Ask your sales consultant today if your vehicle qualifies for the Luther Advantage!",Buick,Enclave,2024,56872.0,24V GDI DOHC,6.0,Gasoline,0.0,9-Speed Automatic,Premium,SUV,4.0,Ebony Twilight Metallic,Dark Galvanized,All-wheel Drive
2024 RAM 2500 Tradesman 4x4 Crew Cab 8 Box,"
      
        Keyless Start, iPod/MP3 Input, Back-Up Camera. Bright White Clearcoat exterior and Diesel Gray/Black interior, Tradesman trim READ MORE!KEY FEATURES INCLUDE4x4, Back-Up Camera, iPod/MP3 Input, Trailer Hitch, Keyless Start MP3 Player, Privacy Glass, Child Safety Locks, Electronic Stability Control, Brake Assist. OPTION PACKAGESENGINE: 6.7L I6 CUMMINS TURBO DIESEL Selective Catalytic Reduction (Urea), Dual 730 Amp Maintenance Free Batteries, Cummins Turbo Diesel Badge, Heavy Duty Engine Cooling, Tow Hooks, Diesel Exhaust Brake, Supplemental Heater, Front Bumper Sight Shields, Capless Fuel Fill w/o Discriminator, CHROME APPEARANCE GROUP Bright Rear Bumper, Chrome Grille Surround, Matte Black Mesh Grille w/Chrome, Chrome Headlamp Bezels, 18 Steel Spare Wheel, Wheels: 18 x 8.0 Steel Chrome Clad, Tires: LT275/70R18E BSW AS, Bright Front Bumper, RADIO: UCONNECT 5 W W/8.4 DISPLAY Google Android Auto®, Selectable Tire Fill Alert, Bluetooth® Handsfree Phone & Audio, SiriusXM Satellite Radio, For Details, Visit DriveUconnect.com, Integrated Center Stack Radio, For More Info, Call 800-643-2112, Connectivity - US/Canada, 4G LTE Wi-Fi Hot Spot, All Radio Equipped Vehicles, All R1 Low Radios, 8.4 Touchscreen Display, Apple CarPlay®, ANTI-SPIN DIFFERENTIAL REAR AXLE, POWER HEATED FOLD TELESCOPE MIRRORS Exterior Mirrors w/Heating Element, Forward & Reverse Utility Lights, Mirror Running Lights, Exterior Mirrors w/Supplemental Signals, Power Adjust Mirrors, Exterior Mirrors Courtesy Lamps, Power Telescoping Mirrors, Auto Power-Folding Mirrors, Power Adjustable Convex Aux Mirrors, TRANSMISSION: 6-SPEED AUTOMATIC (68RFE) Urethane Shift Control. BUY FROM AN AWARD WINNING DEALERVisit All American Chrysler Jeep Dodge of San Angelo today at 4310 Sherwood Way, San Angelo TX and experience our high-standard, pressure-free approach for yourself. As hundreds of drivers in the greater San Angelo area already have, youre certain to see the difference immediately. Plus TT&L and fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    The prices shown above may vary from region to region as new vehicle incentives may depend on buyer's residence.",RAM,2500,2024,61481.0,"6.7L I-6 diesel direct injection, VVT intercooled turbo,",6.0,Diesel,15.0,6-Speed A/T,Tradesman 4x4 Crew Cab 8 Box,Pickup Truck,4.0,Bright White Clearcoat,Diesel Gray/Black,Four-wheel Drive
2024 Jeep Wrangler 4xe Sport,"All prices exclude taxes, title, license, and doc fees. Price includes: $3000 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024",Jeep,Wrangler 4xe,2024,51350.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,,8-Speed Automatic,Sport,SUV,4.0,Anvil Clearcoat,Black,Four-wheel Drive
2024 Ford Explorer XLT,All Fords are created equal at Bolton Ford our people make the difference!,Ford,Explorer,2024,46870.0,16V GDI DOHC Turbo,4.0,Gasoline,2500.0,10-Speed Automatic,XLT,SUV,4.0,Star White,Sandstone,Rear-wheel Drive
2024 BMW M235 Gran Coupe i xDrive,"Premium Package,Panoramic Moonroof,Apple CarPlay/Android Auto Compatibility,Active Blind Spot Protection,Frontal Collision Warning w/City Collision Mitigation,Lane Departure Warning",BMW,M235 Gran Coupe,2024,54545.0,16V GDI DOHC Turbo,4.0,Gasoline,10.0,8-Speed Automatic,i xDrive,Sedan,4.0,Black Sapphire Metallic,Black,All-wheel Drive
2024 Kia Sportage SX,,Kia,Sportage,2024,32995.0,16V PDI DOHC,4.0,Gasoline,10.0,8-Speed Automatic,SX,SUV,4.0,Ebony Black,Black,Front-wheel Drive
2024 RAM 2500 Longhorn,"Why buy from Landers CDJR of Norman? We redefine the car buying experience. With a commitment to exceptional service, unbeatable selection, and transparent pricing, we ensure every customer drives away satisfied!Factory MSRP: $91,475$8,101 off MSRP!",RAM,2500,2024,83374.0,oled Turbo Diesel I-6 6.7 L/408,6.0,Diesel,5.0,Automatic,Longhorn,Pickup Truck,4.0,Diamond Black Crystal Pearlcoat,Lt Mountain Brown/Brown,Four-wheel Drive
2024 Kia Sportage SX,,Kia,Sportage,2024,33095.0,16V PDI DOHC,4.0,Gasoline,10.0,8-Speed Automatic,SX,SUV,4.0,Ebony Black,Black,Front-wheel Drive
2024 Jeep Wrangler 4xe Sport,"2.0L I4 DOHC.Sport S 4xe2.0L I4 DOHC 8-Speed Automatic Price includes: $3000 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024For over 85 years, Carbone Auto Group is the name you know and the name you can trust.  At Carbone Chrysler, Dodge, Jeep, Ram of Yorkville the focus has remained the same.  Offer a full line of Award Winning Vehicles, Showcase Special purchase programs, Value for your trade-in, area leading service and parts with award winning customer services. Experience the Carbone difference today!",Jeep,Wrangler 4xe,2024,51845.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,7.0,8-Speed Automatic,Sport,SUV,4.0,Pearlcoat,Black,Four-wheel Drive
2024 Kia EV6 Wind,"Yacht Blue Recent Arrival! 2024 Kia EV6 Wind AWD 1-Speed Automatic4D Sport Utility Electric Motor106/86 City/Highway MPG Price includes $799.50 D&H Fee, and all applicable rebates some customers may not qualify for all. See dealer for details.: $7500 - Kia Customer Cash. Exp. 07/08/2024Costco, Sam's Club or Amazon Prime Member? Let us know, you may be eligible for additional savings. Active military or first responder? Educator or health care worker? Tell us! We appreciate what you do everyday! We'll go the extra mile for you! Shakey credit? Don't stress, we have programs that may help! When you visit or call please ask for our Internet Team. Call us at 720-251-2696.",Kia,EV6,2024,43348.0,c,,Electric,16.0,Automatic,Wind,SUV,4.0,Blue,Black,All-wheel Drive
2024 Hyundai IONIQ 6 SEL,"Exclusive Red McCombs Hyundai Northwest Concierge service - Enjoy VIP perks such as complimentary state inspections for life, roadside assistance, window tint, valet test-drives, shuttle service and nitrogen refills. You'll also benefit from our 3-day vehicle return policy to give you greater peace of mind when you finance a new or used Hyundai.",Hyundai,IONIQ 6,2024,45005.0,c,,Electric,12.0,Automatic,SEL,Sedan,4.0,White,Black,Rear-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,"
      
        Vehicle Details: This NEW 2024 Bright White Clearcoat Jeep Grand Cherokee 4xe Base 4WD is well equipped and includes these features and benefits: Luxury Tech Group II (2nd-Row Manual Window Shades, Auto-Dimming Exterior Driver Mirror, Capri Leatherette w/Axis II Seats, Integrated Off-Road Camera, Intersection Collision Assist System, Memory Steering Column, ParkSense Front/Rear Park Assist w/Stop, Passive Entry - Front/Rear Doors, Liftgate, Power Tilt/Telescope Steering Column, Rain Sensitive Windshield Wipers, Rear Back Up Camera Washer, Rearview Autodim Digital Display Mirror, Surround View Camera System, Ventilated Front Seats, and Wireless Charging Pad), Quick Order Package 27F, 2.0L I4 DOHC, 4WD, 10 Speakers, 3.70 Rear Axle Ratio, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM with 360L, Anti-whiplash front head restraints, Audio memory, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front fog lights, Front License Plate Bracket, Front reading lights, Fully automatic headlights, Garage door transmitter, Heated door mirrors, Heated front seats, Heated rear seats, Heated steering wheel, Heavy Duty Suspension, Illuminated entry, Knee airbag, Low tire pressure warning, Memory seat, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, ParkView Rear Back-Up Camera, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power moonroof, Power passenger seat, Power steering, Power windows, Radio data system, Radio: Uconnect 5 Nav w/10.1 Display, Rear anti-roll bar, Rear reading lights, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Voltmeter, and Wheels: 18 x 8 Fully Painted Aluminum. MARYLAND STATE INSPECTED, 2.0L I4 DOHC, 4WD. 4WD 8-Speed Automatic 2.0L I4 DOHC I am on the Pohanka CDJR of Salisbury lot at 1915 North Salisbury Blvd in Salisbury, MD, 21801 Prices exclude taxes, tags, and dealer processing fee of $499, not required by law.
      
    ",Jeep,Grand Cherokee 4xe,2024,62343.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,11.0,8-Speed Automatic,Base,SUV,4.0,Bright White Clearcoat,Global Black,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT,"
      
        IN STOCK! CALL TO CONFRIM AVAILABILITY TODAY!Priced below KBB Fair Purchase Price!DRIVE WORRY FREE Never worry when you buy from us! Our Worry Free Guarantee includes: 1. Price Promise; 2. Money Back Guarantee; 3. Trade-In Guarantee; 4. Irwin Rewards saving you hundreds! BUY FROM AN AWARD WINNING DEALERSHIP With thousands of online reviews and the best rated online dealer in New Hampshire we have won countless President's Awards, Carfax Dealer of the Year, Edmunds Dealer of the Year and Dealerrater Dealer of the Year. Check them out-even our bad ones! FINANCING OPTIONS Good or bad credit? We work with dozens of banks with excellent relationships and all types of credit challenges with our goal of 100% credit approval! DON'T SEE WHAT YOU'RE LOOKING FOR? Our Vehicle Locator Service can often find the vehicle you're looking for from our nationwide network! LOCATION We are just a short 15 minute drive from Franklin, 25 minutes from Concord, and 50 minutes from Manchester NH! Minutes off I-93. Call us at 603 524 0770 or e-mail to confirm availability and get any questions you have answered quickly. Our hours are Monday-Friday 8:30am-7pm, and Saturday 8:30am-5pm. Since 1951 we have been New Hampshire's Premier Auto Group. 3 generations, family owned, operated and community minded. See dealer for details. $672 title and documentation fee, $27.00 Title Fee, in addition to selling price. Some exclusions. Not valid on prior orders and some models excluded. Disclaimers for Everyone: Administration and title fee will be added to the final sales price of all new and used vehicles.$1000 - GM Trade In Allowance Program. Exp. 06/03/2024 $1250 - Chevrolet Consumer Cash Program. Exp. 06/03/2024 $1750 - GM Bonus Cash. Exp. 06/03/2024 $2500 - Chevrolet Select Market Loyalty Purchase Program. Exp. 06/03/2024
      
    Irwin Promise...Our Promise, Your Peace of Mind! Home of Irwin's Price Promise
Love It or Leave It Money-Back Guarantee. Vehicle Exchange Promise on used vehicles. Goal of 100% Credit Approval. Relax...no ""Sharks"" here...we have Product Specialists. Service & Parts Low Price Guarantee. We'll buy your car even if you don't buy ours. Irwin Rewards..",Chevrolet,Silverado 1500,2024,43135.0,16V GDI DOHC Turbo,4.0,Gasoline,9.0,Automatic,LT,Pickup Truck,4.0,Black,Jet Black,Four-wheel Drive
2024 RAM 3500 Big Horn,"
      
        Bright White Clearcoat 2024 Ram 3500 Big Horn 4WD Aisin 6-Speed Automatic I6 Disclaimer: New vehicle pricing includes all offers and incentives. Tax, Title and tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify the information with a customer service rep. This is easily done by calling 941-234-9285 or by visiting us at the dealership. With approved credit. Terms may vary. Monthly payments are only estimates derived from the vehicle price with a 72 month term, 4.9% interest and 20% down payment. Pricing does not include $999 pre-delivery service fee, $178.95 electronic tag registration service fee, and does not include dealer installed options. Pre-delivery service fee represents costs and profit to the dealer for items such as inspecting, cleaning, adjusting vehicles, and preparing documents related to the sale. The MSRP is provided for informational purposes only and may not reflect the actual selling price of the vehicle. Call dealer for actual sales price.
      
    SARASOTA AREA NEW & USED CAR DEALERSHIP SERVING THE VENICE, PORT CHARLOTTE, BRADENTON & PUNTA GORDA, FL REGION",RAM,3500,2024,71167.0,24V DDI OHV Turbo Diesel,6.0,Diesel,9.0,6-Speed Automatic,Big Horn,Pickup Truck,4.0,Bright White Clearcoat,Black,Four-wheel Drive
2024 Jeep Grand Cherokee Laredo,"
      
        2024 Jeep Grand Cherokee Altitude 4X4Baltic Gray Metallic ClearcoatGlobal Black Capri Leatherette/Suede SeatsUconnect 5 w/ 8.4-Inch Touch Screen DisplayCluster w/ 10.25-Inch TFT Color DisplayApple CarPlayGoogle Android AutoJeep ConnectWireless Charging PadHeated Front SeatsHeated Steering WheelRemote-Start SystemParkView Rear Back-Up CameraAdaptive Cruise Control w/ Stop and GoFull-Speed Forward-Collision Warning PlusParkSense Rear Park-Asssit w/ StopBlind-Spot and Cross-Path DetectionCustomer Preferred Package 23B Altitude Appearance PackageBlack HeadlinerPower LiftgateGloss-Black Exterior Accents20-Inch Gloss-Black Painted Aluminum Wheels3.6L V6 Engine8-Speed Automatic4 Wheel Drive At Eide Chrysler, we want to give you the best possible deal on your next new vehicle. Our prices are posted clearly on every vehicle and on-line in alignment with our policy of transparency. There are additional incentives available that you may qualify for including: Military Consumer Cash, Conquest Lease-to-Retail/Lease, Returning Lessee and more. Please call or stop by and visit us for more information. We brand our dealership as a Markdown Store which incorporates the following elements-Time Saving, Hassle Free & a Fair Price. We have been in business in the Bismarck/Mandan community since 1981 and are locally owned and operated. At Eide Chrysler, we believe in giving you a fair and competitive price upfront. All of our vehicles feature our Markdown Pricing to ensure you feel confident about getting a good deal and excellent overall value in your vehicle purchase. We would also love to have your trade! We will give you Fair Market Trade Value for your vehicle. Want to know what your trade is worth? Use the KBB Instant Cash Offer feature on our website to receive a guaranteed value for your vehicle! We also offer convenient service hours during the week and all day Saturday. All of our vehicles are also offered with a free Autocheck Vehicle History Report. We are very serious about your satisfaction and our aim is to make your experience with us Simple, Fast & Fun. Price includes: $1000 - 2024 JEEP Denver BC Retail Consumer Cash 74CR1. Exp. 06/03/2024 $500 - 2024 JEEP Retail Bonus Cash 24CRA1. Exp. 01/02/2025
      
    Tired of getting the runaround from other dealerships every time you try to find the right new or used car, truck, or sport utility vehicle (SUV) for you and your family? Then make it a point to stop by Eide Chrysler the next time you are in the market for a new vehicle or outstanding pre-owned automobile in Bismarck.",Jeep,Grand Cherokee,2024,44737.0,OHV,6.0,Gasoline,6.0,8-Speed Automatic,Laredo,SUV,4.0,Metallic,Global Black,Four-wheel Drive
2024 RAM 2500 Big Horn,"...We know how important it is to find the perfect vehicle to fit your needs and style. As a family owned dealership for almost 40 years our motto goes ""We Put You First"".  That is why we are a no pressure, no hassle, just hospitality dealership! With 7 full line manufactures to choose from we are your one stop shop.  Call us today to find out the latest incentives and dealership specials!",RAM,2500,2024,65350.0,16V MPFI OHV,8.0,Gasoline,0.0,8-Speed Automatic,Big Horn,Pickup Truck,4.0,Patriot Blue Pearlcoat,Black,Four-wheel Drive
2024 Hyundai Tucson SEL,"Convenience Package,Sun/Moonroof,White Pearl,Carpeted Floor Mats,Cargo Cover,Front And Rear Mudguards,Cargo Tray,Lane Keeping Assist,Rear Bumper Applique,Keyless Start,Rear Spoiler,First Aid Kit,Gray; Seat Trim",Hyundai,Tucson,2024,32750.0,16V PDI DOHC,4.0,Gasoline,3425.0,8-Speed Automatic,SEL,SUV,4.0,White Pearl,Gray,Front-wheel Drive
2024 Jeep Compass Limited,"
      
        2024 Jeep Compass Limited 4X4Bright White ClearcoatBlack Leatherette SeatsUconnect 5 Navigation w/ 10.1-Inch Touch Screen DisplayCluster 10.25-Inch Color Driver Information DisplayApple CarPlayGoogle Android AutoSiriusXM RadioSiriusXM 360LConnected Travel and Traffic ServicesPremium Alpine Speaker SystemAlexa Built-In (Wi-Fi Required)Heated Front SeatsRemote-Start SystemParkView Rear Back-Up CameraFull-Speed Forward-Collision Warning PlusBlind-Spot and Cross-Path DetectionActive Lane-Management SystemPedestrian / Cyclist Emergency BrakingAdaptive Cruise Control w/ Stop and GoParkSense Rear Park-Assist SystemHigh Altitude PackageDual-Pane Panoramic Sunroof19-Inch Aluminum Painted Wheels2.0L I4 DOHC Di Turbo Engine8-Speed Automatic4 Wheel Drive At Eide Chrysler, we want to give you the best possible deal on your next new vehicle. Our prices are posted clearly on every vehicle and on-line in alignment with our policy of transparency. There are additional incentives available that you may qualify for including: Military Consumer Cash, Conquest Lease-to-Retail/Lease, Returning Lessee and more. Please call or stop by and visit us for more information. We brand our dealership as a Markdown Store which incorporates the following elements-Time Saving, Hassle Free & a Fair Price. We have been in business in the Bismarck/Mandan community since 1981 and are locally owned and operated. At Eide Chrysler, we believe in giving you a fair and competitive price upfront. All of our vehicles feature our Markdown Pricing to ensure you feel confident about getting a good deal and excellent overall value in your vehicle purchase. We would also love to have your trade! We will give you Fair Market Trade Value for your vehicle. Want to know what your trade is worth? Use the KBB Instant Cash Offer feature on our website to receive a guaranteed value for your vehicle! We also offer convenient service hours during the week and all day Saturday. All of our vehicles are also offered with a free Autocheck Vehicle History Report. We are very serious about your satisfaction and our aim is to make your experience with us Simple, Fast & Fun. Price includes: $1000 - 2024 JR Denver BC Bonus Cash DECRA. Exp. 06/03/2024 $1500 - 2024 JR Chrysler Capital Bonus Cash DECR5. Exp. 06/03/2024 $500 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024
      
    Tired of getting the runaround from other dealerships every time you try to find the right new or used car, truck, or sport utility vehicle (SUV) for you and your family? Then make it a point to stop by Eide Chrysler the next time you are in the market for a new vehicle or outstanding pre-owned automobile in Bismarck.",Jeep,Compass,2024,33696.0,16V GDI DOHC Turbo,4.0,Gasoline,6.0,8-Speed Automatic,Limited,SUV,4.0,Bright White Clearcoat,Black,Four-wheel Drive
2024 Hyundai IONIQ 5 Limited,"
      
        Option Group 01, 4-Wheel Disc Brakes, 4.71 Axle Ratio, 8 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Bodyside moldings, Brake assist, Bumpers: body-color, Cargo Net, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Bluelink+, First Aid Kit, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest w/Storage, Front dual zone A/C, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, H-Tex Artifical Leather Seating Surfaces, Heads-Up Display, Heated & Ventilated Front Bucket Seats, Heated door mirrors, Heated front seats, Heated steering wheel, Illuminated entry, Leather steering wheel, Low tire pressure warning, Memory seat, Mudguards, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power passenger seat, Power steering, Power windows, Radio: AM/FM/SiriusXM/HD Display Audio System, Rain sensing wipers, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Ventilated front seats, Wheel Locks, and Wheels: 20 x 8.5J Aero Alloy. Your additional costs are sales tax, tag and title fees for the state in which the vehicle will be registered, any dealer-installed options (if applicable) and a dealer processing fee ($500 Maryland; not required by law); ($464 Pennsylvania); ($899 Virginia & North Carolina). Due to current market conditions, market price may be higher than MSRP. Prices are subject to change, and prior sales are excluded from these offers. While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with the dealer. Every Internet Price includes current applicable manufacturer incentives, but certain conditions apply to some of these offers.
      
    ",Hyundai,IONIQ 5,2024,51765.0,c,,Electric,7.0,1-Speed Automatic,Limited,SUV,4.0,Teal,Dark Green,All-wheel Drive
2024 Nissan Kicks SR,"
      
        SR PREMIUM PACKAGE BOSE PERSONAL+ AUDIO HEATED FRONT SEATS DASH CAM APPLE CARPLAY ANDROID AUTO NISSAN CONNECT SIRIUS XM BLIND SPOT MONITORS REAR TRAFFIC ALERT FORWARD COLLISION WARNING Boulder Gray Pearl 2024 Nissan Kicks SR FWD CVT with Xtronic 1.6L 4-Cylinder DOHC 16V PRICE MATCH GUARANTEE! We never fall short on customer service and we won't fall short on price. 31/36 City/Highway MPG Call for questions 903-793-5661. Internet prices include all incentives, owner loyalty cash and must be financed through NMAC. Dealer adds not included.3.93 Axle Ratio, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature control, Blind Spot Warning, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Illuminated entry, Knee airbag, Leather steering wheel, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: AM/FM Audio System, Rear Parking Sensors, Rear reading lights, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Speed control, Split folding rear seat, Sport steering wheel, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, and Wheels: 17 Alloy (5-Hole)
      
    Pete Mankins Nissan has been proudly serving the community for over fifty years. Ask around about us!! Our Internet client managers are here to serve your needs.",Nissan,Kicks,2024,25410.0,16V MPFI DOHC,4.0,Gasoline,12.0,Automatic CVT,SR,SUV,4.0,Boulder Gray Metallic,Charcoal,Front-wheel Drive
2024 Nissan Titan SV,"Gun Metallic 2024 Nissan Titan SV 4WD 9-Speed Automatic 5.6L V8 DOHC 32V LEV3-ULEV70 400hpStress-Free Car-Shopping Here at Lee Nissan of Topsham, it is our mission to be the automotive home of drivers in the Topsham, ME area. We provide a vast selection of new and used vehicles, exceptional car care and customer service with a smile!  Visit us in Topsham and see why more Mainers than ever are saying 'Lee Is For Me!'",Nissan,Titan,2024,50030.0,Unleaded V-8 5.6 L/339,8.0,Gasoline,1.0,Automatic,SV,Pickup Truck,4.0,Gun Metallic,Black,Four-wheel Drive
